f67b70a4-7d9a-11f0-a7f9-000000000000,The Band of His Majesty’s Royal Marines Plymouth,,Band2,ExhibitionArchitect,334cfbfc-ece8-41a1-ae26-f5ff33f0ac22
baf77a80-1f5f-11f0-ae00-000000000000,Sliptsream Engineering Design Ltd,,N4-110,ExhibitionArchitect,2136
b037b510-1f5f-11f0-9056-000000000000,PARMLEY TECHNOLOGIES LTD,,N4-110,ExhibitionArchitect,2135
9e7cca04-1f5f-11f0-b24d-000000000000,Sellectronics,,N4-110,ExhibitionArchitect,2138
8b7a69ca-1f5f-11f0-be38-000000000000,Thor Industries Ltd,,N4-110,ExhibitionArchitect,2137
71618ad2-1f5f-11f0-b8bd-000000000000,THREE60 Energy,,N4-110,ExhibitionArchitect,2139
5d7de7a4-1f5f-11f0-b1fb-000000000000,Toray Textiles Europe Ltd,,N4-120,ExhibitionArchitect,2141
521b1148-1f5f-11f0-97d6-000000000000,The Macintosh Consultancy Ltd,,N4-110,ExhibitionArchitect,2140
3ff97f36-1f5f-11f0-82dd-000000000000,Westek Technology Limited,,N4-110,ExhibitionArchitect,2143
2c47e2f2-1f5f-11f0-b806-000000000000,TWM Technology Limited,,N4-120,ExhibitionArchitect,2142
19d0c936-1f5f-11f0-998d-000000000000,Whippendell Marine LTD,,N4-120,ExhibitionArchitect,2144
071560f4-1f5f-11f0-9403-000000000000,Portobello  - RMF Engineering Ltd,,N4-120,ExhibitionArchitect,2146
f43a4346-1f5e-11f0-8141-000000000000,Winslow Adaptics,,N4-110,ExhibitionArchitect,2145
e1eacf1c-1f5e-11f0-8e4d-000000000000,RUD Chains Ltd,,N4-110,ExhibitionArchitect,2147
cfe17e92-1f5e-11f0-8d7a-000000000000,BAE Systems,,A-100,ExhibitionArchitect,2149
bd1045fa-1f5e-11f0-af5e-000000000000,Hyde Group,,N4-120,ExhibitionArchitect,2148
ab4ab0b2-1f5e-11f0-ba8c-000000000000,Walaris,,S9-375,ExhibitionArchitect,2150
7a47895e-1f5e-11f0-8599-000000000000,Amprius Technologies,,S5-144,ExhibitionArchitect,2152
69c36684-1f5e-11f0-a0b4-000000000000,Atlantic Canada Aerospace & Defence Association,,S6-170,ExhibitionArchitect,2154
5f1a6fd4-1f5e-11f0-9759-000000000000,Areté,,S5-170,ExhibitionArchitect,2153
51333388-1f5e-11f0-869f-000000000000,"Black River Systems Company, Inc.",,S3-361,ExhibitionArchitect,2155
36ff6b76-1f5e-11f0-a48c-000000000000,Captec Group,,S5-552,ExhibitionArchitect,2156
248a6aae-1f5e-11f0-894b-000000000000,Certify Holdings,,S3-365,ExhibitionArchitect,2158
1aa1e0f8-1f5e-11f0-9770-000000000000,CAT,,S5-510,ExhibitionArchitect,2157
0842c79c-1f5e-11f0-a967-000000000000,TRAUMAGEL,,S4-255,ExhibitionArchitect,2159
f8d77078-1f5d-11f0-a0ca-000000000000,EMCORE Corporation,,S4-206,ExhibitionArchitect,2161
ea2cd4dc-1f5d-11f0-bb00-000000000000,Dispel,,S5-507,ExhibitionArchitect,2160
d98f3692-1f5d-11f0-9e0d-000000000000,Ford Global Fleet Sales,,S5-530,ExhibitionArchitect,2162
c5d75490-1f5d-11f0-9a64-000000000000,Haivision,,S5-432,ExhibitionArchitect,2163
b81a5ae6-1f5d-11f0-944f-000000000000,J&M Products Inc.,,S4-141,ExhibitionArchitect,2165
a5ec5c20-1f5d-11f0-a9ab-000000000000,Honeywell Aerospace,,S5-533,ExhibitionArchitect,2164
9715d8f2-1f5d-11f0-b246-000000000000,Logistik Unicorp,,S6-155,ExhibitionArchitect,2166
7b3c9ae4-1f5d-11f0-95af-000000000000,Noctis Technologies,,S5-145,ExhibitionArchitect,2167
69c4e172-1f5d-11f0-923e-000000000000,OSI Maritime Systems Ltd.,,S5-541,ExhibitionArchitect,2169
56b0e16c-1f5d-11f0-9bb1-000000000000,N-Vision Optics,,S5-175,ExhibitionArchitect,2168
491f6ca8-1f5d-11f0-ad11-000000000000,Point Blank Enterprises,,S5-161,ExhibitionArchitect,2170
351f7676-1f5d-11f0-b901-000000000000,Polaris Government and Defense,,S4-100,ExhibitionArchitect,2171
2234642c-1f5d-11f0-9f45-000000000000,Teledyne Qioptiq,,N6-125,ExhibitionArchitect,2172
0e44d3ca-1f5d-11f0-a762-000000000000,Scepter Inc.,,S6-156,ExhibitionArchitect,2173
fbbf941a-1f5c-11f0-94bd-000000000000,"TrellisWare Technologies, Inc.",,S4-110,ExhibitionArchitect,2174
db931a68-1f5c-11f0-85ce-000000000000,Trillium Engineering,,S4-207,ExhibitionArchitect,2175
d2456902-1f5c-11f0-bbc4-000000000000,TYR Tactical®,,S5-310,ExhibitionArchitect,2176
a56554ae-19d7-11f0-88b0-000000000000,Century Arms,,N7-230,ExhibitionArchitect,2096
6ecfe3ee-1934-11f0-a707-000000000000,saltech AG,,S5-531,ExhibitionArchitect,2093
1fbc0c98-1906-11f0-a6db-000000000000,Horstman Group,,S10-120,ExhibitionArchitect,2088
0cce2ca6-1906-11f0-887b-000000000000,RDDS,,S2-167,ExhibitionArchitect,2090
0544d764-1906-11f0-b154-000000000000,Framatome Ltd – Defence & Space,,S10-165,ExhibitionArchitect,2089
ed47ef20-1905-11f0-b441-000000000000,Sabrobotix,,S2-169,ExhibitionArchitect,2091
e43582e4-1905-11f0-9761-000000000000,KIA,,S7-152,ExhibitionArchitect,2092
5f3c1c8a-152a-11f0-9e38-000000000000,"Barrett Firearms Manufacturing, Inc.  |  NIOA Group",,S5-505,ExhibitionArchitect,2080
45025b36-152a-11f0-bdee-000000000000,Ceska zbrojovka a.s.,,S5-531,ExhibitionArchitect,2081
329b097a-152a-11f0-9186-000000000000,LMT Defense,,S5-267,ExhibitionArchitect,2083
2ae686fa-152a-11f0-b942-000000000000,FightLite Industries,,S4-271,ExhibitionArchitect,2082
f4b4436c-1469-11f0-9a7a-000000000000,MKS Servo,,S2-161,ExhibitionArchitect,2053
cd4fb112-1469-11f0-aecd-000000000000,Henriksen,,S10-136,ExhibitionArchitect,2054
aa8da134-1469-11f0-9b0a-000000000000,Oracle Corporation UK Ltd,,S15-300,ExhibitionArchitect,2056
a009e56a-1469-11f0-b701-000000000000,COPENHAGEN GROUP A/S,,N9-260,ExhibitionArchitect,2055
84f3054a-1469-11f0-84fa-000000000000,Cambridge Aerospace,,S1-220,ExhibitionArchitect,2057
63f1f798-1469-11f0-876e-000000000000,UAVTEK,,S15-130,ExhibitionArchitect,2058
52b23628-1469-11f0-9810-000000000000,ABRIS DG,,S2-173,ExhibitionArchitect,2060
40a997aa-1469-11f0-8b5c-000000000000,Autoflug,,S10-130,ExhibitionArchitect,2059
2608bed0-1469-11f0-9c89-000000000000,AIAD,,S6-135,ExhibitionArchitect,2061
11824080-1469-11f0-b02b-000000000000,BENELLI,,S7-215,ExhibitionArchitect,2063
072d2456-1469-11f0-ae5d-000000000000,ArianeGroup,,S8-113,ExhibitionArchitect,2062
d6ff8bd4-1468-11f0-9235-000000000000,CENTANEX,,S7-215,ExhibitionArchitect,2064
c1f1c950-1468-11f0-a897-000000000000,Glaucus ApS,,S6-140,ExhibitionArchitect,2067
baa2b056-1468-11f0-9c30-000000000000,Fabbrica d’Armi Pietro Beretta,,S7-215,ExhibitionArchitect,2066
a16125b4-1468-11f0-9ced-000000000000,Nokia,,N8-250,ExhibitionArchitect,2069
9a2ca0d4-1468-11f0-a745-000000000000,MFS,,S7-215,ExhibitionArchitect,2068
82393f82-1468-11f0-8c89-000000000000,Pyroalliance,,S8-113,ExhibitionArchitect,2071
7a0d8c8c-1468-11f0-a0da-000000000000,NORMA,,S7-215,ExhibitionArchitect,2070
6ce044b4-1468-11f0-9b0e-000000000000,Smith & Wesson,,S5-232,ExhibitionArchitect,2074
5cf03be0-1468-11f0-be8f-000000000000,SAKO,,S7-215,ExhibitionArchitect,2073
54c2094e-1468-11f0-b531-000000000000,RWS,,S7-215,ExhibitionArchitect,2072
32764d82-1468-11f0-a794-000000000000,Sodern,,S8-113,ExhibitionArchitect,2075
238b5038-1468-11f0-9201-000000000000,SWISS P,,S7-215,ExhibitionArchitect,2077
1c551f38-1468-11f0-90ca-000000000000,STEINER,,S7-215,ExhibitionArchitect,2076
ef83daca-0e19-11f0-a124-000000000000,AV,,S4-235,ExhibitionArchitect,2017
dc5746e4-0e19-11f0-95a6-000000000000,Arconic,,N5-146,ExhibitionArchitect,2018
c16bbea0-0e19-11f0-b93f-000000000000,B.E. Meyers,,S5-130,ExhibitionArchitect,2019
b0482e4c-0e19-11f0-88af-000000000000,C.E. Niehoff & Co. Ltd,,S5-431,ExhibitionArchitect,2021
a53dd1d2-0e19-11f0-87c5-000000000000,Beechwood Equipment Limited,,N4-385,ExhibitionArchitect,2020
933e9494-0e19-11f0-ba9d-000000000000,Cistelaier S.p.A.,,S7-230,ExhibitionArchitect,2022
74f11d7c-0e19-11f0-ba8a-000000000000,Clear Align,,S3-376,ExhibitionArchitect,2023
62ea6138-0e19-11f0-8def-000000000000,Clear-Com LLC,,S5-500,ExhibitionArchitect,2024
4fd22734-0e19-11f0-bb9f-000000000000,CPM Elettronica SRL,,S7-231,ExhibitionArchitect,2025
460aab5e-0e19-11f0-8e86-000000000000,Crystal Group,,S5-151,ExhibitionArchitect,2026
34a89e8e-0e19-11f0-b0bc-000000000000,Cyber Ranges,,S4-355,ExhibitionArchitect,2028
1ec7108c-0e19-11f0-a950-000000000000,Cummins,,S4-360,ExhibitionArchitect,2027
f9b6fc26-0e18-11f0-99d9-000000000000,Ford Aerospace,,N7-162,ExhibitionArchitect,2030
dcca2124-0e18-11f0-82b4-000000000000,LRAD by Genasys,,S3-448,ExhibitionArchitect,2031
ca424ae0-0e18-11f0-809e-000000000000,Inertial Labs,,S4-142,ExhibitionArchitect,2033
c0fb7d4e-0e18-11f0-b483-000000000000,"Golight, Inc.",,S4-161,ExhibitionArchitect,2032
ade862b2-0e18-11f0-8ac2-000000000000,INVERNIZZI PRESSE,,S7-224,ExhibitionArchitect,2034
9339f5e8-0e18-11f0-bc78-000000000000,"MOHOC, Inc.",,S5-501,ExhibitionArchitect,2035
80acc338-0e18-11f0-9637-000000000000,"NonLethal Technologies, Inc.",,S5-265,ExhibitionArchitect,2037
7563f898-0e18-11f0-b790-000000000000,Nanuk,,S6-153,ExhibitionArchitect,2036
59ada450-0e18-11f0-bf25-000000000000,"NVTS Night Vision Technology Solutions, Inc",,S3-363,ExhibitionArchitect,2038
474b936c-0e18-11f0-95b8-000000000000,Revision,,S5-141,ExhibitionArchitect,2041
3da78910-0e18-11f0-a9f8-000000000000,Maccaferri,,S7-101,ExhibitionArchitect,2039
28f95bce-0e18-11f0-afb9-000000000000,Roboze,,S7-100,ExhibitionArchitect,2042
172eed6e-0e18-11f0-9ebd-000000000000,Telsy S.p.a.,,S7-140,ExhibitionArchitect,2043
e772b5f6-0e17-11f0-9bb8-000000000000,CP Cases Ltd,,N4-308,ExhibitionArchitect,2046
dd58f94a-0e17-11f0-a9db-000000000000,TRX Systems,,S4-140,ExhibitionArchitect,2045
be1b57da-0e17-11f0-a522-000000000000,Marshall of Cambridge,,N7-160,ExhibitionArchitect,2047
a9743770-0e17-11f0-9973-000000000000,RTX,,N5-110,ExhibitionArchitect,2049
9c9be016-0e17-11f0-a514-000000000000,Energetics Technology,,N5-135,ExhibitionArchitect,2048
8abf9ae0-0e17-11f0-b9ed-000000000000,David Brown Santasalo,,N6-156,ExhibitionArchitect,2050
6a2903f6-0896-11f0-9858-000000000000,Oy Forcit Ab,,N8-250,ExhibitionArchitect,2002
59de869c-0896-11f0-8826-000000000000,KNL,,N8-250,ExhibitionArchitect,2004
49468a32-0896-11f0-93c4-000000000000,Insta Advance Oy,,N8-250,ExhibitionArchitect,2003
35f7cb3a-0896-11f0-a449-000000000000,Bittium,,N8-250,ExhibitionArchitect,2001
21b195a2-0896-11f0-9f7b-000000000000,KT-Shelter Oy,,N8-250,ExhibitionArchitect,2005
0f75df24-0896-11f0-bb98-000000000000,Noptel Oy,,N8-250,ExhibitionArchitect,2008
fcf1bb70-0895-11f0-90c2-000000000000,Mastsystem,,N8-250,ExhibitionArchitect,2006
e18f5090-0895-11f0-86b2-000000000000,Senop Oy,,N8-250,ExhibitionArchitect,2010
d6d72b5a-0895-11f0-b3df-000000000000,System Engineering Solutions - SES,,N8-210,ExhibitionArchitect,2011
807e13cc-0895-11f0-92f6-000000000000,Hempel Special Metals,,S2-170,ExhibitionArchitect,1995
57a11a58-0895-11f0-a724-000000000000,Sordin AB,,S2-163,ExhibitionArchitect,1998
4c2f386c-0895-11f0-940b-000000000000,Prevail Partners,,S16-210,ExhibitionArchitect,1997
3ad55164-0895-11f0-abd7-000000000000,Wallwork Group,,S2-165,ExhibitionArchitect,1999
2607e198-0895-11f0-a331-000000000000,VadaTech,,S2-156,ExhibitionArchitect,2000
1572bec0-0895-11f0-ac7b-000000000000,MSM Services,,S3-320,ExhibitionArchitect,2007
0501b500-0895-11f0-937f-000000000000,"RETIA, a.s.",,S3-320,ExhibitionArchitect,2009
f366d4e2-0894-11f0-93b5-000000000000,TATRA DEFENCE VEHICLE a.s.,,S3-320,ExhibitionArchitect,2012
df7a9d60-0894-11f0-a3c6-000000000000,TATRA Export s.r.o.,,S3-320,ExhibitionArchitect,2013
02daefd8-031f-11f0-8525-000000000000,BAE Systems,,S1-114,ExhibitionArchitect,1986
f6c4dcf0-0313-11f0-83fd-000000000000,SafeSmart Access,,N4-220,ExhibitionArchitect,1987
e66ae520-0313-11f0-bd55-000000000000,Eutelsat OneWeb,,S1-310,ExhibitionArchitect,1988
d519dd08-0313-11f0-bb15-000000000000,Elno,,S8-141,ExhibitionArchitect,1990
c4a3ee64-0313-11f0-a05e-000000000000,TATA ADVANCED SYSTEMS LIMITED,,N11-150,ExhibitionArchitect,1989
b3d1248a-0313-11f0-8c84-000000000000,EOTECH,,S4-230,ExhibitionArchitect,1991
24a071e4-fdaf-11ef-819f-000000000000,AFRY,,N8-210,ExhibitionArchitect,1926
f98a603c-fdae-11ef-b0ab-000000000000,AKTYVUS PHOTONICS,,N9-205,ExhibitionArchitect,1927
dbe64172-fdae-11ef-8a16-000000000000,AMEXCI AB,,N8-210,ExhibitionArchitect,1930
c9ddad8a-fdae-11ef-b3e9-000000000000,UAB Altechna,,N9-228,ExhibitionArchitect,1929
8da05e76-fdae-11ef-92d6-000000000000,ATRI,,N9-205,ExhibitionArchitect,1933
73db12e2-fdae-11ef-9621-000000000000,Astrolight,,N9-205,ExhibitionArchitect,1932
5c27d586-fdae-11ef-ac44-000000000000,Baltic Institute of Advanced Technology (BPTI),,N9-228,ExhibitionArchitect,1934
1f1dc556-fdae-11ef-8858-000000000000,Clavister,,N8-210,ExhibitionArchitect,1936
162e2f1c-fdae-11ef-970e-000000000000,Cellular Expert,,N9-228,ExhibitionArchitect,1935
fdd1999a-fdad-11ef-9c21-000000000000,Elbit Systems Sweden,,N8-210,ExhibitionArchitect,1940
eb608b4a-fdad-11ef-b6e0-000000000000,Combitech AB,,N8-210,ExhibitionArchitect,1937
d6f99e8a-fdad-11ef-aa1d-000000000000,GRANTA AUTONOMY,,N9-205,ExhibitionArchitect,1943
b4368aac-fdad-11ef-b4f8-000000000000,Baltic Viper,,N9-205,ExhibitionArchitect,1947
91a1f1ac-fdad-11ef-8212-000000000000,Super Garden,,N9-228,ExhibitionArchitect,1946
707faa5a-fdad-11ef-a9b4-000000000000,Barnes Strömsholmen,,N8-210,ExhibitionArchitect,1948
4d555304-fdad-11ef-9bfe-000000000000,Lumibird,,N8-210,ExhibitionArchitect,1950
43cd86e4-fdad-11ef-aa26-000000000000,KOVO armor,,N9-228,ExhibitionArchitect,1949
1847a7e8-fdad-11ef-835d-000000000000,Mitekas,,N9-205,ExhibitionArchitect,1953
07b82510-fdad-11ef-b947-000000000000,Micropol Fiberoptic,,N8-210,ExhibitionArchitect,1952
f0727ad6-fdac-11ef-81e8-000000000000,Monopulse,,N9-205,ExhibitionArchitect,1955
def8ea38-fdac-11ef-bdf2-000000000000,Precizika Metrology,,N9-228,ExhibitionArchitect,1958
d5b9caaa-fdac-11ef-9bc7-000000000000,OPTOMAN,,N9-228,ExhibitionArchitect,1957
b3f47b22-fdac-11ef-a156-000000000000,"RSI Europe, UAB",,N9-205,ExhibitionArchitect,1959
a37177fa-fdac-11ef-8429-000000000000,Scandinavian Astor Group,,N8-210,ExhibitionArchitect,1961
99e76546-fdac-11ef-a12b-000000000000,Scaleout,,N8-210,ExhibitionArchitect,1960
81072840-fdac-11ef-be0d-000000000000,Sectra Communications AB,,N8-210,ExhibitionArchitect,1963
396b04de-fdac-11ef-9ba6-000000000000,Scania,,N8-210,ExhibitionArchitect,1962
28f3d2de-fdac-11ef-9aa2-000000000000,Swebor,,N8-210,ExhibitionArchitect,1965
0e16158a-fdac-11ef-a3d0-000000000000,Systecon AB,,N8-210,ExhibitionArchitect,1966
f49bf20a-fdab-11ef-b2a7-000000000000,THE MEAT MAKERS,,N9-228,ExhibitionArchitect,1971
e2a21fca-fdab-11ef-8633-000000000000,Tutus,,N8-210,ExhibitionArchitect,1970
bf29464a-fdab-11ef-a4a8-000000000000,UAB DUV,,N9-228,ExhibitionArchitect,1973
930e9786-fdab-11ef-a520-000000000000,UNMANNED DEFENSE SYSTEMS (UDS),,N9-205,ExhibitionArchitect,1972
8354f894-fdab-11ef-a683-000000000000,DBOX,,N9-205,ExhibitionArchitect,1975
69e4d190-fdab-11ef-aeaa-000000000000,UAB GIKNIAUS KAUKAS,,N9-228,ExhibitionArchitect,1974
3eca3310-fdab-11ef-a8ec-000000000000,W5 Solutions,,N8-210,ExhibitionArchitect,1976
23f23826-fdab-11ef-867f-000000000000,"""NT Service"" UAB",,N9-205,ExhibitionArchitect,1978
1a9219c2-fdab-11ef-80a4-000000000000,Wihuri Aviation AB,,N8-210,ExhibitionArchitect,1977
c3c5d31e-fda9-11ef-b717-000000000000,Made in Alabama,,S5-270,ExhibitionArchitect,1928
860c9904-fda9-11ef-b02a-000000000000,ArmorSource,,S4-253,ExhibitionArchitect,1931
5c45bb64-fda9-11ef-8400-000000000000,Blue Raven Solutions,,S4-302,ExhibitionArchitect,1938
3a08a1b0-fda9-11ef-bb9a-000000000000,"D&M Holding Company, Inc.",,S3-447,ExhibitionArchitect,1939
2ac04348-fda9-11ef-9b19-000000000000,"Georgia, USA",,S5-436,ExhibitionArchitect,1942
0fca4b38-fda9-11ef-b618-000000000000,FDH Aero,,S3-367,ExhibitionArchitect,1941
0130f02c-fda9-11ef-a216-000000000000,Hascall-Denke,,S5-205,ExhibitionArchitect,1944
de1c9956-fda8-11ef-ab8e-000000000000,InVeris Training Solutions,,S3-335,ExhibitionArchitect,1945
bba598fa-fda8-11ef-a6b6-000000000000,Mercury Systems Inc.,,S5-410,ExhibitionArchitect,1951
a076f6c8-fda8-11ef-bec9-000000000000,Mist Mobility Integrated Systems Technology,,S5-564,ExhibitionArchitect,1954
980c5848-fda8-11ef-bd12-000000000000,One Stop Systems Inc.,,S5-225,ExhibitionArchitect,1956
8900e972-fda8-11ef-b15c-000000000000,Shield AI,,S5-306,ExhibitionArchitect,1964
692dad88-fda8-11ef-b93f-000000000000,The Armored Group (TAG),,S3-355,ExhibitionArchitect,1968
5631fb58-fda8-11ef-9803-000000000000,Textron Systems | Textron Aviation | Bell,,S4-205,ExhibitionArchitect,1967
2a085996-fda8-11ef-81aa-000000000000,"Turbine One, Inc.",,S4-167,ExhibitionArchitect,1969
116f9912-fda8-11ef-8de0-000000000000,Grupo Oesía,,A-430,ExhibitionArchitect,1979
01836916-fda8-11ef-9681-000000000000,SSB,,N8-150,ExhibitionArchitect,1980
ba42549a-fda7-11ef-8711-000000000000,Meteksan,,B6,ExhibitionArchitect,1981
a0512bec-fda7-11ef-9dec-000000000000,BAE Systems,,B7,ExhibitionArchitect,1983
ddc25d22-f84b-11ef-9561-000000000000,ExpoNaval,,A-102,ExhibitionArchitect,1907
ce3d00b4-f84b-11ef-8d7c-000000000000,SEKO GSD,,N2-160,ExhibitionArchitect,1908
bdb17b6c-f84b-11ef-8f9c-000000000000,Export Control Joint Unit,,N8-100,ExhibitionArchitect,1909
ad764700-f84b-11ef-94f2-000000000000,Antrica,,S16-212,ExhibitionArchitect,1910
96ccb638-f84b-11ef-8487-000000000000,Babcock International Group,,"S7-150, B5",ExhibitionArchitect,1911
88b67804-f84b-11ef-bb58-000000000000,Harmattan AI,,S3-125,ExhibitionArchitect,1913
80233a38-f84b-11ef-bc35-000000000000,SYOS Aerospace,,S1-230,ExhibitionArchitect,1912
a3dc0ba4-f84a-11ef-a2a7-000000000000,Princeps Electronics Ltd,,S3-340,ExhibitionArchitect,1922
320a558a-f84a-11ef-9da2-000000000000,Aaronia AG,,S8-150,ExhibitionArchitect,1914
1718d0b2-f84a-11ef-bbd5-000000000000,ACS Armored Car Systems GmbH,,S9-265,ExhibitionArchitect,1915
06493506-f84a-11ef-932b-000000000000,Chrosziel,,"S9-265, 0",ExhibitionArchitect,1917
caeee2d0-f849-11ef-94cc-000000000000,Bavarian Pavilion,,"S9-265, S9-260",ExhibitionArchitect,1918
b152fa6e-f849-11ef-aa6c-000000000000,German Bionic Systems GmbH,,S9-261,ExhibitionArchitect,1920
9d8ae60e-f849-11ef-aa9d-000000000000,Dr. Werner Röhrs GmbH & Co. KG,,"S9-265, 0",ExhibitionArchitect,1919
8c6568ea-f849-11ef-8848-000000000000,goSmart GmbH,,S9-269,ExhibitionArchitect,1921
7a2417ee-f849-11ef-b661-000000000000,TerraLens GmbH,,"S9-265, 0",ExhibitionArchitect,1923
683e107a-f849-11ef-b252-000000000000,Venturetec Rotating Systems GmbH,,S9-265,ExhibitionArchitect,1924
e7f87950-f2d0-11ef-9c9d-000000000000,Fujitsu,,S13-300,ExhibitionArchitect,1901
d7c53ea6-f2d0-11ef-8188-000000000000,PBS Group,,S6-160a,ExhibitionArchitect,1903
bc92a592-f2d0-11ef-ba8c-000000000000,U&C UAS,,S6-160 B,ExhibitionArchitect,1904
35a3a134-f2ae-11ef-b46f-000000000000,Methods,,N2-241,ExhibitionArchitect,1889
264a47f6-f2ae-11ef-abb8-000000000000,Cambridge Pixel,,N4-215,ExhibitionArchitect,1888
170125da-f2ae-11ef-93d2-000000000000,Meteksan,,N7-202,ExhibitionArchitect,1887
b95a2486-f2ad-11ef-9de4-000000000000,Reliance Medical,,N2-190,ExhibitionArchitect,1884
aa9a2b4e-f2ad-11ef-8a55-000000000000,Oves Enterprise,,S18-151,ExhibitionArchitect,1886
a3252cb0-f2ad-11ef-928c-000000000000,RAPID MOBILE,,S10-176,ExhibitionArchitect,1885
8d3bd2b4-f2ad-11ef-8565-000000000000,Scientific Management International,,S10-172,ExhibitionArchitect,1891
7bc4975a-f2ad-11ef-b3bd-000000000000,Nixus,,N10-142,ExhibitionArchitect,1890
657f99d6-f2ad-11ef-b8da-000000000000,Heckler & Koch GmbH,,S9-220,ExhibitionArchitect,1895
56953c96-f2ad-11ef-a03d-000000000000,FFG,,S8-250,ExhibitionArchitect,1894
4740db1a-f2ad-11ef-9e5c-000000000000,Diehl Defence,,S9-320,ExhibitionArchitect,1893
3f9f8cd0-f2ad-11ef-9dad-000000000000,Overwatch,,S14-112,ExhibitionArchitect,1892
29204d46-f2ad-11ef-9487-000000000000,Schunk Group,,S9-250,ExhibitionArchitect,1899
199947ce-f2ad-11ef-8908-000000000000,SCHOTTEL,,S9-264,ExhibitionArchitect,1898
0a241094-f2ad-11ef-83fa-000000000000,Rosenberger Hochfrequenztechnik GmbH & Co.KG,,S9-270,ExhibitionArchitect,1897
01e11634-f2ad-11ef-98fe-000000000000,Kraus Elektrotechnik,,S9-254,ExhibitionArchitect,1896
f9238b1c-f2ac-11ef-b5dc-000000000000,Winvale,,S4-165,ExhibitionArchitect,1900
ba4e8c8c-ed4a-11ef-bc3e-000000000000,ÖZN?L PLAST?K,,N8-170,ExhibitionArchitect,1830
ac1be01a-ed4a-11ef-8f7b-000000000000,FlamePro,,N2-142,ExhibitionArchitect,1831
7c7cac86-ed4a-11ef-bdd5-000000000000,High Value Manufacturing Catapult,,N4-210,ExhibitionArchitect,1834
6ca90b10-ed4a-11ef-9376-000000000000,Meinberg,,S8-180,ExhibitionArchitect,1835
54cda924-ed4a-11ef-8727-000000000000,Viscom SE,,S10-180,ExhibitionArchitect,1837
4c4878ec-ed4a-11ef-899a-000000000000,HAIX,,S9-170,ExhibitionArchitect,1836
3cec2768-ed4a-11ef-a397-000000000000,Boxxe,,S16-125,ExhibitionArchitect,1838
24b66578-ed4a-11ef-b9a5-000000000000,3E,,N7-242,ExhibitionArchitect,1839
1cfb9880-ed4a-11ef-baa3-000000000000,Alten,,N2-241,ExhibitionArchitect,1840
ff206688-ed49-11ef-9078-000000000000,Ampex & Delta Digital Video,,S4-300,ExhibitionArchitect,1842
ef6654dc-ed49-11ef-b1df-000000000000,"Applied Research Associates, Inc.",,S5-100,ExhibitionArchitect,1843
e060aca8-ed49-11ef-ba2d-000000000000,Association of U.S. Night Vision Manufacturers (ANVM),,S4-261,ExhibitionArchitect,1844
d1696cda-ed49-11ef-95ba-000000000000,Aviation Specialties Unlimited,,S4-262,ExhibitionArchitect,1845
b9f3a71e-ed49-11ef-b7eb-000000000000,Bren-Tronics Inc,,S5-245,ExhibitionArchitect,1846
a1a3eeda-ed49-11ef-85e7-000000000000,CPI,,N4-210,ExhibitionArchitect,1848
93784dce-ed49-11ef-bb0b-000000000000,Evertz,,S5-562,ExhibitionArchitect,1850
846cde6c-ed49-11ef-b5da-000000000000,HDT Global,,N5-232,ExhibitionArchitect,1851
74195e0a-ed49-11ef-b173-000000000000,"Herrick Technology Laboratories, Inc. (HTL)",,S4-357,ExhibitionArchitect,1852
65e33982-ed49-11ef-8573-000000000000,Integrated Procurement Technologies (IPT),,S5-337,ExhibitionArchitect,1854
46c1a124-ed49-11ef-ae79-000000000000,ITT Cannon,,S5-152,ExhibitionArchitect,1855
285cd686-ed49-11ef-9abd-000000000000,Leidos,,S5-110,ExhibitionArchitect,1857
18e503e0-ed49-11ef-b1b7-000000000000,Marduk Technologies,,N10-140,ExhibitionArchitect,1858
09fe4b48-ed49-11ef-aa31-000000000000,Octane Wireless,,S5-154,ExhibitionArchitect,1859
faea8f72-ed48-11ef-891d-000000000000,Omnetics Connector Corporation,,S4-114,ExhibitionArchitect,1860
ebd7bd2a-ed48-11ef-a537-000000000000,Optical Cable Corporation,,S4-257,ExhibitionArchitect,1861
dc324084-ed48-11ef-bc50-000000000000,OTTO Communications,,S4-113,ExhibitionArchitect,1862
cddc9ff2-ed48-11ef-9087-000000000000,Ouvry,,S7-275,ExhibitionArchitect,1863
be81ff02-ed48-11ef-b010-000000000000,PacSci EMC,,S5-336,ExhibitionArchitect,1864
afa94ac6-ed48-11ef-9fc6-000000000000,Persistent Systems,,S5-415,ExhibitionArchitect,1865
a0e5e3b4-ed48-11ef-b057-000000000000,PBS Group,,S6-160 A,ExhibitionArchitect,1866
8188351c-ed48-11ef-81bb-000000000000,Rantelon OÜ,,N10-140,ExhibitionArchitect,1868
7148204a-ed48-11ef-b3f4-000000000000,Rugged Suppressors,,S4-171,ExhibitionArchitect,1869
62481f46-ed48-11ef-a094-000000000000,"Santor Security, Inc.",,S5-558,ExhibitionArchitect,1870
43ae13a6-ed48-11ef-bee6-000000000000,Skydio,,S5-402,ExhibitionArchitect,1871
353bec30-ed48-11ef-80c8-000000000000,time:matters,,S5-335,ExhibitionArchitect,1873
272686a0-ed48-11ef-b7b5-000000000000,Trexon,,S4-151,ExhibitionArchitect,1874
1844eb54-ed48-11ef-bb88-000000000000,UNITY Tactical,,S5-240,ExhibitionArchitect,1876
